Site,Date,Depth,Temp
10_tom,2025-06-16,30,9.202520839869976
10_tom,2025-06-16,40,7.340647615492344
10_tom,2025-06-16,50,6.710013136267662
10_tom,2025-06-17,5,16.6148564144969
10_tom,2025-06-17,10,15.250312820076942
10_tom,2025-06-17,15,13.838892795145512
10_tom,2025-06-17,20,13.140873447060583
10_tom,2025-06-17,30,9.42078921943903
10_tom,2025-06-17,40,7.547196887433529
10_tom,2025-06-17,50,6.914365075528622
10_tom,2025-06-18,5,16.862422563135624
10_tom,2025-06-18,10,15.747642450034618
10_tom,2025-06-18,15,14.101107828319073
10_tom,2025-06-18,20,13.414075143635271
10_tom,2025-06-18,30,9.775292225182056
10_tom,2025-06-18,40,7.826258137822151
10_tom,2025-06-18,50,7.177312552928925
10_tom,2025-06-19,5,17.101199381053448
10_tom,2025-06-19,10,15.916837066411972
10_tom,2025-06-19,15,14.216101571917534
10_tom,2025-06-19,20,13.487319566309452
10_tom,2025-06-19,30,9.875637084245682
10_tom,2025-06-19,40,7.98519853502512
10_tom,2025-06-19,50,7.36774805188179
10_tom,2025-06-20,5,17.27405621856451
10_tom,2025-06-20,10,16.05087435990572
10_tom,2025-06-20,15,14.370647303760052
10_tom,2025-06-20,20,13.59645375609398
10_tom,2025-06-20,30,9.91152685135603
10_tom,2025-06-20,40,8.100924722850323
10_tom,2025-06-20,50,7.520828895270824
10_tom,2025-06-21,5,17.521622367203236
10_tom,2025-06-21,10,16.512314222753048
10_tom,2025-06-21,15,14.731742307543756
10_tom,2025-06-21,20,13.94436476379633
10_tom,2025-06-21,30,10.235999643802645
10_tom,2025-06-21,40,8.29209266602993
10_tom,2025-06-21,50,7.695150621235371
10_tom,2025-06-22,5,17.178838469088078
10_tom,2025-06-22,10,17.049928285181522
10_tom,2025-06-22,15,15.361644342541696
10_tom,2025-06-22,20,14.465132609009745
10_tom,2025-06-22,30,10.646168410778046
10_tom,2025-06-22,40,8.508163712918758
10_tom,2025-06-22,50,7.880459010601044
10_tom,2025-06-23,5,17.2037415727973
10_tom,2025-06-23,10,17.173711359500885
10_tom,2025-06-23,15,16.07138279825449
10_tom,2025-06-23,20,15.116275526583197
10_tom,2025-06-23,30,11.115665160119534
10_tom,2025-06-23,40,8.734488978981972
10_tom,2025-06-23,50,8.067964732646942
10_tom,2025-06-24,5,17.413953065872192
10_tom,2025-06-24,10,17.331919312477112
10_tom,2025-06-24,15,16.375347152352333
10_tom,2025-06-24,20,15.596026495099068
10_tom,2025-06-24,30,11.304635770618916
10_tom,2025-06-24,40,8.882442712783813
10_tom,2025-06-24,50,8.223975352942944
10_tom,2025-06-25,5,17.62123478204012
10_tom,2025-06-25,10,17.361217081546783
10_tom,2025-06-25,15,16.603869751095772
10_tom,2025-06-25,20,16.06259346753359
10_tom,2025-06-25,30,11.424024179577827
10_tom,2025-06-25,40,9.011352896690369
10_tom,2025-06-25,50,8.373393975198269
